LongSpeed	az	del_az	PFLow	PFeHigh
-4.8256499999999996	-0.3069866140093446	9.830959864836802e-5	0.9999999207447761	7.925522169328833e-8
-2.4128249999999998	-0.33235206178333404	9.288381169489998e-17	0.9999999093173624	9.068263741120813e-8
2.4128249999999998	-0.4075506755866016	0.00019040960695017342	0.9999998750236685	1.249763320896457e-7
4.8256499999999996	-0.45829466683975756	1.514873062291752e-9	0.9999998525144331	1.4748556625842527e-7
9.651299999999999	-0.5802527043075094	4.470078200869612e-5	0.9999997958398338	2.0416016415546756e-7
14.476949999999999	-0.6874239875381628	0.0003037614682304041	0.9999997459365428	2.5406346147758676e-7
19.302599999999998	-0.9734692022886803	0.0004221475118598923	0.999999615269084	3.8473091800023227e-7
24.128249999999998	-1.3504037277451195	0.0003190626691413966	0.9999994418014116	5.581985889732662e-7
28.953899999999997	-1.465331074852537	2.9395928831954937e-15	0.9999993877190909	6.122809098142652e-7
33.77955	-1.8881955980352616	0.0006729194356806599	0.9999991926023879	8.073976128640377e-7
38.605199999999996	-2.388236386853848	1.7356485528808772e-7	0.9999989596568575	1.0403431439571611e-6
43.43084999999999	-2.906541688409173	0.0014169859305179378	0.9999987203867577	1.2796132382349283e-6
48.256499999999996	-3.4122411310949277	7.341254941039991e-5	0.9999984873067046	1.5126932941400069e-6
53.08215	-5.003280396476659	0.002679737646048856	0.9999977514238602	2.2485761404320717e-6
57.907799999999995	-6.3226098491966	2.110369886981814e-10	0.9999971393375229	2.8606624746698333e-6
62.73344999999999	-6.534611081601942	1.2184771950135822e-8	0.9999970387997044	2.9612002971524933e-6
67.5591	-7.880642904715967	1.3158853241590275e-14	0.9999964130659784	3.586934022034901e-6
72.38475	-8.791831004912625	0.004199807961909339	0.9999959920031657	4.007996835253883e-6
77.21039999999999	-9.03075305763218	0.004018242018539122	0.999995881133132	4.118866867103591e-6
82.03604999999999	-9.36593315401539	0.0036819498329389065	0.9999957258747373	4.2741252623591265e-6
86.86169999999998	-10.843505174528769	0.008104702172475902	0.9999950375458824	4.962454117878607e-6
91.68735	-11.101108037374765	1.97248070765022e-8	0.9999949169896807	5.083010320901889e-6
96.51299999999999	-10.726440096788954	2.7365169999572913e-9	0.9999950871576578	4.912842342699659e-6
101.33864999999999	-10.910441261304085	0.005879284864589291	0.9999950004499707	4.999550030085218e-6
106.1643	-11.417211885334716	0.008892938358911303	0.9999947663708331	5.233629165279943e-6
110.98995	-9.965826960935711	5.451524914373114e-14	0.9999954355132599	4.56448673969062e-6
115.81559999999999	-9.964227377294762	0.005268897724658299	0.9999954362962167	4.563703783403954e-6
120.64124999999999	-11.413197925599038	0.004143178631284022	0.9999947687324683	5.231267529877272e-6
125.46689999999998	-10.910328922334205	0.0018852983057522693	0.9999950006830304	4.999316969426171e-6
130.29254999999998	-10.71938178870849	0.0053935954852540186	0.999995090638162	4.9093618392172946e-6
135.1182	-11.094928026612047	0.006030235518708423	0.9999949198425324	5.080157466526825e-6
139.94385	-10.8396635307562	4.418614816541983e-14	0.9999950401366957	4.9598633046931334e-6
144.7695	-9.370622526799245	0.004832005156192842	0.999995723742781	4.276257217352482e-6
149.59515	-9.037134567795832	0.004439825146784898	0.9999958780807308	4.121919268956932e-6
154.42079999999999	-8.792686787300127	0.0038213762591963155	0.9999959927398914	4.007260109030863e-6
159.24644999999998	-7.8901115314535435	0.003988843294641252	0.9999964079215964	3.59207840438971e-6
164.07209999999998	-6.539967019137269	4.679166023357974e-10	0.9999970366295554	2.9633704444401545e-6
168.89774999999997	-6.32795929481273	0.004075964952875379	0.9999971374051593	2.8625948403480783e-6
173.72339999999997	-5.007595001260056	4.021494527647072e-9	0.9999977497004386	2.2502995608982293e-6
178.54905	-3.4146490949143606	0.0017762854852301526	0.9999984862443018	1.5137556961491771e-6
183.3747	-2.9041508374529252	1.1748976108562748e-14	0.9999987213653752	1.278634626153553e-6
188.20035	-2.3921142449166983	4.4707903164897955e-15	0.9999989575299594	1.0424700378714057e-6
193.02599999999998	-1.8887939770318511	0.0011201559702939698	0.9999991922373552	8.077626431185825e-7
197.85164999999998	-1.4666194150828236	1.8523122035097965e-9	0.9999993870935191	6.129064825054865e-7
202.67729999999997	-1.3497171158209078	0.0009774526873152587	0.9999994421295233	5.578704788947235e-7
207.50294999999997	-0.9740832475334203	0.00044400479345112296	0.9999996150312285	3.849687721642422e-7
212.3286	-0.6876041490046538	0.0004986193892493673	0.9999997458724497	2.541275515505328e-7
217.15425	-0.5803586273918134	2.726470916744976e-5	0.9999997958780389	2.0412196162904767e-7
221.9799	-0.4583445292729357	0.0001709926749460859	0.9999998525205404	1.474794583450223e-7
226.80554999999998	-0.36816069171829247	0.0001036980761558337	0.9999998930119292	1.0698806972565865e-7
231.63119999999998	-0.3069963687387645	4.4107710551726205e-5	0.9999999207625154	7.923748623289302e-8
236.45684999999997	-0.27154907008445484	6.663542584688712e-5	0.999999936748598	6.325140547267157e-8
241.28249999999997	-0.2229011842639561	6.951537831557064e-5	0.9999999585598947	4.1440105524118997e-8
250.93379999999996	-0.16954864421456825	0.0004265287479527344	0.9999999814099135	1.8590085025346105e-8
260.58509999999995	-0.13492752722466692	5.6678808864585535e-5	0.9999999958428273	4.157172744605661e-9
270.2364	-0.1131985945945684	2.845437514820792e-5	1.000000004522684	-4.522678740870772e-9
279.8877	-0.096729609571112	6.88238893676114e-5	1.0000000110409617	-1.1040959249041985e-8
289.539	-0.08449523833458768	3.2997215740941736e-5	1.0000000157397921	-1.573979036462694e-8
299.1903	-0.07483604258157156	1.0519270502394464e-5	1.0000000193781844	-1.937818462625569e-8
