LongSpeed	az	del_az	PFLow	PFeHigh
-4.8256499999999996	-143.06953720132879	0.025157868946499604	0.9999373984472322	6.260155277022498e-5
-2.4128249999999998	-158.02104292616673	0.005535978460522612	0.9999308534356228	6.914656437649769e-5
2.4128249999999998	-187.41833770992295	4.743476628066391e-13	0.999917704707574	8.229529242848599e-5
4.8256499999999996	-209.9657090473762	0.004235758602952884	0.999907594220786	9.240577921350083e-5
9.651299999999999	-260.26653090258384	0.08033976886895332	0.9998849722122419	0.00011502778776094653
19.302599999999998	-458.14412985875117	1.835229895195157e-13	0.9997953363667824	0.00020466363321399938
28.953899999999997	-768.2591782007667	0.1976731469098391	0.9996552831926796	0.00034471680732454024
38.605199999999996	-1200.9251243140977	0.3784873322998431	0.9994602166771422	0.000539783322859328
48.256499999999996	-1693.7745460964063	0.6085850175376496	0.9992361140505743	0.0007638859494264886
57.907799999999995	-2610.3689274676954	0.2691377182596778	0.9988205952483882	0.001179404751612951
67.5591	-4200.678156202285	0.08689756777192863	0.9981003832036487	0.0018996167963506129
77.21039999999999	-4236.093448297822	1.0277287413092878e-11	0.9980852240445399	0.0019147759554566774
86.86169999999998	-4098.6199934767	1.315807612488263	0.9981452192101381	0.001854780789861499
96.51299999999999	-3886.2429511074833	1.297671245219554	0.9982402881549352	0.0017597118450653152
106.1643	-3886.3283885400765	1.824563330819099	0.9982403291231681	0.0017596708768338402
115.81559999999999	-4096.60487300502	4.893946387187086e-12	0.9981462031360828	0.0018537968639146306
125.46689999999998	-4239.618708028459	0.02300673276984416	0.9980836957348359	0.0019163042651660282
135.1182	-4197.686542860145	7.589562604906226e-12	0.9981018767956409	0.001898123204356794
144.7695	-2610.275561173477	1.1750338332185646	0.9988207327840963	0.0011792672159018913
154.42079999999999	-1694.1935672874918	0.0607125880268706	0.9992359457557964	0.0007640542442047761
164.07209999999998	-1201.2370276355857	0.17968886112920274	0.9994600132065925	0.000539986793409625
173.72339999999997	-768.4055043982405	0.2124414572035087	0.9996551657482768	0.0003448342517217844
183.3747	-457.952706631138	0.1661151951265782	0.9997954218648399	0.00020457813516429265
193.02599999999998	-260.25851238910053	0.08672980124376979	0.9998849622860063	0.00011503771399343083
202.67729999999997	-170.85811406003322	3.645407372962975e-8	0.9999250724406492	7.492755935462206e-5
212.3286	-120.32897889818958	8.715752998959408e-8	0.9999476826661502	5.231733385116478e-5
221.9799	-84.22034376993602	0.026709664457294356	0.9999637730793612	3.622692063873668e-5
231.63119999999998	-63.916808272083955	4.530861904812658e-7	0.9999727764044672	2.7223595532066905e-5
241.28249999999997	-51.75479896496827	0.006974942054563092	0.9999781790534134	2.182094659177464e-5
250.93379999999996	-43.062993508673394	5.7061529940563355e-8	0.9999820401008372	1.7959899161722335e-5
260.58509999999995	-36.63590059603054	0.0010305749393340817	0.9999848905761508	1.510942384791186e-5
270.2364	-31.784742688632125	0.0026813928832082543	0.9999870491335576	1.2950866442407296e-5
279.8877	-27.905729556759706	0.003635274114254094	0.9999887753244274	1.1224675569656372e-5
289.539	-24.722975967098012	0.013268155629221758	0.9999901820871836	9.817912816658895e-6
299.1903	-22.105521069933822	0.0020053119506533022	0.9999913437426183	8.656257381909303e-6
308.84159999999997	-19.894968167123707	0.0014582474431579665	0.9999923173553029	7.682644699391845e-6
318.49289999999996	-18.011608696784524	1.2645611829527834e-7	0.9999931454779811	6.854522018721805e-6
328.14419999999996	-16.389940229029833	0.0062438708165646175	0.9999938593249849	6.1406750178828445e-6
337.79549999999995	-14.987509534810682	0.00615647187997198	0.999994473906022	5.5260939714571e-6
