position,velocity,v0
-17,26,26
-15.6399951467902,26.0002410269258,26
-8.84118800318435,25.9716730020321,26
-7.29456264074003,25.8555161157535,26
-5.76120071686827,25.4765300628386,26
-3.66521277167881,24.0866953403683,26
-2.37580806614449,22.5374886241163,26
-1.17929468713717,20.8042209261422,26
-0.21968979736438,19.450813384751,26
1.00146842319607,17.6052806842927,26
1.68540886934848,16.4538628028106,26
2.32097858473927,15.2096742036485,26
2.98683398398945,13.7979895266241,26
4.28273730429471,10.9642657334755,26
5.10463008995989,9.31887291323503,26
5.8070072453181,7.99226433544094,26
6.65514044715685,6.58710900170681,26
6.92056903447659,6.25009593889742,26
7.1736634846247,5.98494821971958,26
7.51867250360432,5.66834947094439,26
8.24926789255086,5.16322803705017,26
8.82263894799481,4.95218354059602,26
9.38120210279383,4.88090636118078,26
9.86880145913205,4.83862419841352,26
11.6820734993548,4.7586692942196,26
13.4768530902686,4.72997392212075,26
18.8146088210466,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
NaN,NaN,26
-17,25.3,25.3
-15.6399941172068,25.3002876357509,25.3
-8.84121292332979,25.2708786997951,25.3
-7.32865850973883,25.1536402783334,25.3
-5.82935508684795,24.7791236376365,25.3
-3.88523476123321,23.4967415668711,25.3
-2.4823903647133,21.7511697528457,25.3
-1.54970807000762,20.2093965649006,25.3
-0.682259176840763,18.8539715058556,25.3
0.143647336948961,17.5390489537052,25.3
0.824123674936883,16.3982225741891,25.3
1.45896888092137,15.2461794850363,25.3
2.26719345021317,13.4377903328887,25.3
2.92509225750016,11.7022806912187,25.3
3.77837649869692,9.07631507421701,25.3
4.32484733518599,7.28594355479015,25.3
4.77365601185599,5.623057469963,25.3
5.17549839037945,3.81904754215378,25.3
5.43901111746505,2.39388185623043,25.3
5.57807929029721,1.43178273626954,25.3
5.62731277545921,0.959410131457295,25.3
5.65765997013269,0.511637944004596,25.3
5.66564101861485,-0.303288470501837,25.3
5.62669419995043,-0.96135160829378,25.3
5.52641060161874,-1.7161961049578,25.3
5.29642878313106,-2.63524161612108,25.3
4.81341356210708,-3.66359583563387,25.3
4.02744425237366,-4.60292847314166,25.3
3.20914364083934,-5.15495152078605,25.3
3.00199869107622,-5.23417826368089,25.3
2.79134498004401,-5.34746433435599,25.3
2.14703115757421,-6.14535636858548,25.3
1.93209125734723,-6.49398811395093,25.3
1.70590389042711,-6.79520124862575,25.3
1.01573238998986,-7.3301724594095,25.3
0.355215914777151,-7.25152685497079,25.3
-0.273676519951192,-6.65920287594656,25.3
-0.739998107225651,-5.9557583113952,25.3
-1.33305137232393,-4.7535880144491,25.3
-1.88995149462197,-3.23123458095454,25.3
-2.22861508717379,-2.05606871026446,25.3
-2.42221394521454,-1.23595775233069,25.3
-2.45604741565215,-1.07226264266152,25.3
-2.47919314792937,-0.956032207795603,25.3
-2.49969262211543,-0.836995585954237,25.3
-2.55400247761648,-0.0644761985829797,25.3
-2.52245462208849,0.769898933489301,25.3
-2.49679144582618,1.0541175501722,25.3
-2.46316170057113,1.33218642238354,25.3
-2.36900244037772,1.88712418038866,25.3
-2.24731235460951,2.44584481878711,25.3
-2.07605279355556,3.15520692723389,25.3
-1.8659885578386,4.01631294347654,25.3
-1.61462018295495,4.92594910600104,25.3
-1.354784970301,5.68565340084399,25.3
-1.06046723799258,6.31711475740208,25.3
-0.572725459285371,6.77532275429655,25.3
-0.122353038629073,6.70361167879918,25.3
0.292031640761897,6.36667758932359,25.3
0.651926370485594,5.9011172603093,25.3
1.13377509527705,5.05476156207331,25.3
1.58755830681011,4.02231995193844,25.3
1.94746282585065,2.97024267100258,25.3
2.20660519997347,2.07803291319984,25.3
2.38343970841751,1.36061253113511,25.3
2.45329750720013,1.0337689401299,25.3
2.4712136000538,0.945122109634775,25.3
2.4875091799339,0.852682726865685,25.3
2.54020167001188,0.279727446198099,25.3
2.53955360478723,-0.315782792953774,25.3
2.51413852009687,-0.758882000462837,25.3
2.48517334249103,-1.07502639078225,25.3
2.44627403295,-1.38377404128028,25.3
2.34904607433445,-1.93714233128175,25.3
2.2273791652786,-2.48940111155131,25.3
2.04149077098134,-3.2579438976991,25.3
1.88962694454151,-3.88214142335798,25.3
1.70922609161001,-4.57470308567416,25.3
1.37037920816087,-5.6233349259211,25.3
0.968717205676284,-6.45297275559728,25.3
0.599830603030878,-6.76365378698897,25.3
0.197829395267484,-6.73651500705104,25.3
-0.211196075465679,-6.44754293594863,25.3
-0.530142665253735,-6.07409581252386,25.3
-0.970860587846324,-5.36283580837621,25.3
-1.35735045083744,-4.57551409988284,25.3
-1.79724896621478,-3.4352393311499,25.3
-2.11589269175205,-2.3965752775522,25.3
-2.29767500027962,-1.72230365133463,25.3
-2.41469033261924,-1.21438127770784,25.3
-2.47020466101377,-0.946822064635767,25.3
-2.51201190491351,-0.665096590275644,25.3
-2.54386827406198,-0.11888418159061,25.3
-2.52731391089815,0.558611701794633,25.3
-2.50014313894434,0.917021897118484,25.3
-2.45947698073745,1.28257658302139,25.3
-2.38406029208997,1.75407426103114,25.3
-2.26914608179218,2.30471116088454,25.3
-2.1342629297424,2.87666717849541,25.3
-1.936364220856,3.68545507112594,25.3
-1.7225129797814,4.52136246416086,25.3
-1.5010336572617,5.24963134211547,25.3
-1.24206799305924,5.94254375006765,25.3
-0.954480053805742,6.47553462485083,25.3
-0.636881087729535,6.75043880763733,25.3
-0.240882588396301,6.75344105635154,25.3
0.171369909237675,6.48572655086857,25.3
0.501878707153841,6.11234632411893,25.3
0.934669754907995,5.42874095093326,25.3
1.32851521166257,4.64010060668801,25.3
1.78635524228297,3.46789011007358,25.3
2.05570611632607,2.60316376604137,25.3
2.25482611589142,1.8903045682035,25.3
2.38573642947468,1.34564553679075,25.3
2.44107270396014,1.08853544494262,25.3
2.4676160375022,0.958664302865234,25.3
2.49080772753344,0.825811924312539,25.3
2.54068080203284,0.242607523547714,25.3
2.53766748240609,-0.343989972567877,25.3
2.51343932991814,-0.756852180761183,25.3
2.48673499906392,-1.05229655263466,25.3
2.45132715490359,-1.34194424740187,25.3
2.35593646685761,-1.89869557046799,25.3
2.23350950479849,-2.45955413704804,25.3
2.05805205262608,-3.18742269553157,25.3
1.84729580995961,-4.05652088500637,25.3
1.63634195411232,-4.82791505665153,25.3
1.28418381047888,-5.84565647334718,25.3
0.932059782145041,-6.51110534648992,25.3
0.613279213088506,-6.76310974754979,25.3
0.212864192199891,-6.74532542952266,25.3
-0.197843149228795,-6.4623487629579,25.3
-0.517147679041947,-6.09313490434258,25.3
-0.954093794538558,-5.39437091359275,25.3
-1.3430834678327,-4.60817554044791,25.3
-1.79194436516834,-3.45155021076998,25.3
-2.05952755288956,-2.59002290903033,25.3
-2.25730637858651,-1.88069801393341,25.3
-2.3866240520891,-1.34160319799468,25.3
-2.44196292773013,-1.08420247697347,25.3
-2.46832118102746,-0.955101738716246,25.3
-2.49134799725627,-0.822259421800479,25.3
-2.54079062501427,-0.239225736468901,25.3
-2.53747487805335,0.348940555080335,25.3
-2.51382973989795,0.751812398181278,25.3
-2.48808576926976,1.03952742793559,25.3
-2.45407340695268,1.32219588981507,25.3
-2.35950958703404,1.88091752969951,25.3
-2.23774082667223,2.44151537846415,25.3
-2.0680193980532,3.14703587322415,25.3
-1.85894391821029,4.00781346185967,25.3
-1.60254078917831,4.93797494061855,25.3
-1.3459890004837,5.68766944668918,25.3
-1.05587747165854,6.31139926019456,25.3
-0.568173583422735,6.7696268282699,25.3
-0.118496279299441,6.69716610237163,25.3
0.294512963856105,6.36094429251257,25.3
0.654956130773805,5.8942461836361,25.3
1.13718514516596,5.04642427118806,25.3
1.59380927782848,4.00510216534694,25.3
1.94999670064132,2.96128523489025,25.3
2.20689580448228,2.07630234506883,25.3
2.38188396957365,1.3670013679854,25.3
2.45184464465179,1.04031236498168,25.3
2.46934529629466,0.953922262779669,25.3
2.48532634529146,0.865177257708418,25.3
2.53851838096714,0.317335624350378,25.3
2.54122184532733,-0.26081772325195,25.3
2.49812172397206,-0.944081501151521,25.3
2.4184368294995,-1.56141847006129,25.3
2.33330562157629,-2.01129083718738,25.3
2.22617620563038,-2.49282981964772,25.3
2.0424956694915,-3.25230928316654,25.3
1.89041236270376,-3.87739988444931,25.3
1.70964435774632,-4.57202855133676,25.3
1.37086583801762,-5.62121007904656,25.3
0.969335776562042,-6.45152763857019,25.3
0.599931326717894,-6.76329183890321,25.3
