Speed	av	del_av	ar	del_ar	PFLow	PFeHigh
-48.2406	-1457.6747498100826	34.61349714027289	1457.9868278432189	34.63350640663157	0.9958464910903541	0.004153508909642376
-33.76842	-2872.6897434015914	57.174720526208176	2874.624576397739	57.16623590222437	0.9934678449875132	0.006532155012481913
-28.944360000000003	-3270.791551851761	94.9268964068522	3268.359564810566	95.03916123984692	0.992586119754691	0.007413880245301951
-24.1203	-3760.4568407133333	114.34918740717761	3762.045326723527	114.41571340077732	0.9914299571138906	0.008570042886101728
-19.29624	-3512.549868879557	131.31835561240072	3514.068156366751	131.42965319026212	0.9906676115787337	0.009332388421257944
-14.472180000000002	-3330.9640825475135	128.09059861110617	3321.4027632116104	128.28043670002725	0.990089405727263	0.009910594272727585
-9.64812	-666.8014371029955	96.87167915975681	664.5598136660362	97.10799573204595	0.989935180912791	0.010064819087199809
-5.7888720000000005	1707.7575271931926	91.95557966917991	-1723.511420226765	92.66706484126021	0.9907759705812894	0.009224029418702234
-3.8592480000000005	2487.8828103457963	100.80704686767226	-2491.514200022103	100.9525319962452	0.9904354500107729	0.00956454998921866
-1.9296240000000002	2968.7979034194036	104.65790203495668	-2985.0372796363436	105.23501075260933	0.9910025627170705	0.00899743728292089
-0.9648120000000001	3497.1613591227274	126.41726793124262	-3557.543783491448	128.48841038365995	0.9907795438690364	0.009220456130953373
0.9648120000000001	-4033.5601772307937	164.83135600454992	-4097.357694423126	167.31986906308308	0.9903634917015647	0.009636508298425274
1.9296240000000002	-4256.083795076272	180.51929686638303	-4279.282763564332	181.44724459993645	0.9902809131507646	0.009719086849226165
3.8592480000000005	-6029.319521928243	220.00861387080906	-6037.477619858469	220.307989599981	0.989677502071346	0.010322497928644215
5.7888720000000005	-6332.849228440507	249.87172468990786	-6361.251264346504	250.93888007472066	0.9896347425060732	0.01036525749391691
9.64812	-7922.5852687610695	263.18389064043754	-7935.181832465955	263.5923837826238	0.9889808473758518	0.011019152624137475
14.472180000000002	-5723.562424594188	191.83070702996824	-5728.885610653879	192.02303207464954	0.9913391546287353	0.008660845371255615
19.29624	-3193.7673043856635	102.16476486769714	-3196.1118337130583	102.25524610906312	0.9934055588430668	0.006594441156926595
24.1203	-1751.0768935834024	49.30642140968956	-1751.6840393873997	49.33898433169753	0.9949995284308667	0.0050004715691285275
28.944360000000003	-1247.6287052693376	27.04269228753793	-1248.0322742216183	27.061401258219572	0.9961940533025205	0.003805946697475408
33.76842	-972.4197126288715	13.074778106319103	-972.9250308258772	13.072063864996936	0.9971097370526496	0.002890262947347418
48.2406	-221.6359827409307	4.076022318749105	-221.77058734096002	4.077831945442889	0.998768183002595	0.001231816997404679
