trajID,step,z,vz
160000,80,3950.0098166464,151.348679263757
160000,81,4063.52132609421,151.348679263757
160000,82,4184.66497229416,151.348679263757
160000,83,4305.8086184941,151.348679263757
160000,84,4426.95226469404,151.348679263757
160000,85,4548.09591089399,151.348679263757
240000,1,7.5,107.707165546625
240000,2,7.58409062942508,107.686421794168
240000,3,7.66816491281047,107.665295987976
240000,4,7.75222255172668,107.643787825244
240000,5,7.83626324750506,107.621896996219
240000,6,8.25620244242677,107.506827949303
240000,7,8.67567301553417,107.381764919846
240000,8,9.09463449426324,107.245924576322
240000,9,9.51304397407796,107.098836265794
240000,10,10.0003652421927,106.912612402849
240000,11,10.4868039602456,106.711422951765
240000,12,10.9722950982854,106.49662699883
240000,13,11.4567791115788,106.269360429707
240000,14,11.9402003298835,106.029819894667
240000,15,12.4225046963211,105.779172788194
240000,16,12.9036462168221,105.519569253509
240000,17,13.3835882529207,105.25279348944
240000,18,13.7545931108441,105.042691375799
240000,19,14.1248534268326,104.830959910177
240000,20,14.4943651036405,104.61843949036
240000,21,14.8631273191603,104.406260559921
240000,22,15.2311434668364,104.195695545581
240000,23,15.598419703868,103.98723306487
240000,24,15.9649655298863,103.781833127171
240000,25,16.3307954041939,103.581506068867
240000,26,16.7184016607455,103.376355306294
240000,27,17.1052538567011,103.178889724366
240000,28,17.4913808199495,102.989131618466
240000,29,17.8768114563775,102.807100271837
240000,30,18.5864158718742,102.49582549626
240000,31,19.2939941234074,102.220411335283
240000,32,19.9997910857137,101.980459497194
240000,33,20.704042849735,101.773439876412
240000,34,21.1477476557589,101.65845239318
240000,35,21.590977513634,101.555677846511
240000,36,22.0337855875278,101.465064545443
240000,37,22.4762248251245,101.386564901853
240000,38,22.918349172048,101.320587528883
240000,39,23.3602097377153,101.265321317963
240000,40,23.8018471642999,101.217936479687
240000,41,24.2432915755245,101.176328963516
240000,42,24.7435829755079,101.135009716225
240000,43,25.2436856814136,101.100023363319
240000,44,25.7436310018072,101.071364637041
240000,45,26.2434502227634,101.049029706657
240000,46,28.1388101485113,100.999388011348
240000,47,30.0335436084739,100.980909216027
240000,48,31.9280809076737,100.976315276999
240000,49,33.822596148265,100.975346162459
240000,50,35.717089599163,100.974918909091
240000,51,37.6115788918575,100.974900423158
240000,52,39.5060687037024,100.974925990021
240000,53,41.4005592900365,100.974906900199
240000,54,44.497792805469,100.974905405592
240000,55,47.5950263008756,100.974905603965
240000,56,50.6922598059303,100.974905809475
240000,57,53.7894933182008,100.974905716038
240000,58,68.04572135407,100.974905716038
240000,59,82.3019493899391,100.974905716038
240000,60,96.5581774258082,100.974905716038
240000,61,110.814405461677,100.974905716038
240000,62,182.095545641023,100.974905716038
240000,63,253.376685820368,100.974905716038
240000,64,324.657825999714,100.974905716038
240000,65,395.93896617906,100.974905716038
240000,66,471.670145466088,100.974905716038
240000,67,547.401324753116,100.974905716038
240000,68,623.132504040144,100.974905716038
240000,69,698.863683327172,100.974905716038
240000,70,774.5948626142,100.974905716038
240000,71,850.326041901228,100.974905716038
240000,72,926.057221188257,100.974905716038
240000,73,1001.78840047528,100.974905716038
240000,74,1077.51957976231,100.974905716038
240000,75,1153.25075904934,100.974905716038
240000,76,1228.98193833637,100.974905716038
240000,77,1304.7131176234,100.974905716038
240000,78,1380.44429691043,100.974905716038
240000,79,1456.17547619745,100.974905716038
240000,80,1531.90665548448,100.974905716038
240000,81,1607.63783477151,100.974905716038
240000,82,1683.36901405854,100.974905716038
240000,83,1759.10019334557,100.974905716038
240000,84,1834.83137263259,100.974905716038
240000,85,1910.56255191962,100.974905716038
240000,86,1986.29373120665,100.974905716038
240000,87,2062.02491049368,100.974905716038
240000,88,2137.75608978071,100.974905716038
240000,89,2213.48726906774,100.974905716038
240000,90,2289.21844835476,100.974905716038
240000,91,2364.94962764179,100.974905716038
240000,92,2440.68080692882,100.974905716038
240000,93,2516.41198621585,100.974905716038
240000,94,2592.14316550288,100.974905716038
240000,95,2667.87434478991,100.974905716038
240000,96,2743.60552407693,100.974905716038
240000,97,2819.33670336396,100.974905716038
240000,98,2873.81354736015,100.974905716038
240000,99,2928.29039135633,100.974905716038
240000,100,2982.76723535252,100.974905716038
240000,101,3037.24407934871,100.974905716038
320000,1,7.5,155.707644592032
320000,2,7.51498052664123,155.703223433754
320000,3,7.52996062777013,155.69879916557
320000,4,7.54494030308784,155.694371794568
320000,5,7.55991955229616,155.689941327902
320000,6,7.6348093963113,155.667742814961
320000,7,7.70968854326711,155.645468023155
320000,8,7.78455695670505,155.623117926044
320000,9,7.85941460064593,155.600693543155
320000,10,8.23354007537416,155.487555865801
320000,11,8.60739171919135,155.37303832857
320000,12,8.98096661925332,155.25749278076
320000,13,9.35426259327599,155.141172703276
320000,14,10.3452175801164,154.829583054887
320000,15,11.3341740544481,154.516848494046
320000,16,12.3211372313697,154.206589700279
320000,17,13.3061379314288,153.903508064153
320000,18,14.2975741052487,153.609814169613
320000,19,15.2871565052647,153.329122536199
320000,20,16.2749749234487,153.062836086656
320000,21,17.2611327758477,152.814178362009
320000,22,18.201309523351,152.595718201703
320000,23,19.1402003574363,152.39613108752
320000,24,20.0779200138411,152.215295438278
320000,25,21.0145786137732,152.051539616349
320000,26,21.9648656033791,151.90107625441
320000,27,22.9142627237916,151.766918956427
320000,28,23.8628720784423,151.649115692933
320000,29,24.810796021796,151.54769852725
320000,30,26.0171451823868,151.44381334554
320000,31,27.2227583947295,151.362445632731
320000,32,28.4277866456324,151.295915596156
320000,33,29.6323355801361,151.240573807017
320000,34,30.8364798183147,151.19538867668
320000,35,32.0403148511307,151.161982049423
320000,36,33.2439314908749,151.140372134885
320000,37,34.4474043728306,151.126130097585
320000,38,35.6266529087332,151.114335650059
320000,39,36.8058179379717,151.104730645367
320000,40,37.98491662187,151.097334657263
320000,41,39.1639662736278,151.092167035403
320000,42,45.0588790383987,151.081703131744
320000,43,50.953581835655,151.081342604695
320000,44,56.8483147739214,151.082052900438
320000,45,62.74309020607,151.081636589743
320000,46,68.2407333822921,151.081635169558
320000,47,73.73837653594,151.081635358053
320000,48,79.2360197004638,151.08163555333
320000,49,84.7336628731216,151.081635464545
320000,50,112.221878706936,151.081635464545
320000,51,139.710094540751,151.081635464545
320000,52,167.198310374565,151.081635464545
320000,53,194.68652620838,151.081635464545
320000,54,307.997752806789,151.081635464545
320000,55,421.308979405197,151.081635464545
320000,56,534.620206003606,151.081635464545
320000,57,647.931432602015,151.081635464545
320000,58,761.242659200424,151.081635464545
320000,59,874.553885798833,151.081635464545
320000,60,987.865112397242,151.081635464545
320000,61,1101.17633899565,151.081635464545
320000,62,1214.48756559406,151.081635464545
320000,63,1327.79879219247,151.081635464545
320000,64,1441.11001879088,151.081635464545
320000,65,1554.42124538929,151.081635464545
320000,66,1667.7324719877,151.081635464545
320000,67,1781.0436985861,151.081635464545
320000,68,1894.35492518451,151.081635464545
320000,69,2007.66615178292,151.081635464545
320000,70,2120.97737838133,151.081635464545
320000,71,2234.28860497974,151.081635464545
320000,72,2347.59983157815,151.081635464545
320000,73,2460.91105817656,151.081635464545
320000,74,2574.22228477497,151.081635464545
320000,75,2687.53351137338,151.081635464545
320000,76,2800.84473797178,151.081635464545
320000,77,2914.15596457019,151.081635464545
320000,78,3027.4671911686,151.081635464545
320000,79,3140.77841776701,151.081635464545
320000,80,3254.08964436542,151.081635464545
320000,81,3367.40087096383,151.081635464545
320000,82,3480.71209756224,151.081635464545
320000,83,3594.02332416065,151.081635464545
320000,84,3707.33455075906,151.081635464545
320000,85,3820.64577735746,151.081635464545
320000,86,3933.95700395587,151.081635464545
320000,87,4047.26823055428,151.081635464545
320000,88,4160.57945715269,151.081635464545
320000,89,4273.8906837511,151.081635464545
320000,90,4340.47053752682,151.081635464545
320000,91,4407.05039130253,151.081635464545
320000,92,4473.63024507825,151.081635464545
320000,93,4540.21009885396,151.081635464545
400000,1,7.5,158.133404243303
400000,2,7.51819089598772,158.129186968712
400000,3,7.53638130695408,158.12497177906
400000,4,7.55457123313954,158.120758685269
400000,5,7.57276067478584,158.116547698213
400000,6,7.66370062347628,158.095524741486
400000,7,7.75462849566076,158.074556058503
400000,8,7.84554432293209,158.053642958478
400000,9,7.9364481376283,158.03278672332
400000,10,8.39078822097857,157.929405718452
400000,11,8.84483321108891,157.827641117911
400000,12,9.29858818742072,157.727755458808
400000,13,9.7520591344457,157.630152144533
400000,14,10.4564855458497,157.483678093123
400000,15,11.1602720159064,157.34393978602
400000,16,11.8634495202711,157.211329811891
400000,17,12.5660506748982,157.086188064824
400000,18,14.5394094769874,156.772663110148
400000,19,16.5091709054355,156.514359725973
400000,20,18.4760343233037,156.311868469167
400000,21,20.4407122122812,156.166803150766
400000,22,22.0494971156257,156.082210903335
400000,23,23.6575024567962,156.015540625563
400000,24,25.2649039257093,155.964738268471
400000,25,26.8718647446554,155.929571208554
400000,26,28.4785408244395,155.908450349216
400000,27,30.085037271097,155.894737293693
400000,28,31.691412830725,155.884459308889
400000,29,33.2977010249961,155.876934023772
400000,30,35.0044200001399,155.872956211247
400000,31,36.7111087153301,155.8713426898
400000,32,38.4177853341631,155.870547785556
400000,33,40.1244558909085,155.869930179066
400000,34,42.8985421743359,155.869318063108
400000,35,45.6726206898483,155.86904101763
400000,36,48.4466960748895,155.868947899522
400000,37,51.2207706781006,155.868926530098
400000,38,57.3562778020724,155.86891140628
400000,39,63.4917846178249,155.868910771038
400000,40,69.6272914739824,155.868911757671
400000,41,75.7627983909621,155.86891118084
400000,42,97.1856399800825,155.86891118084
400000,43,118.608481569203,155.86891118084
400000,44,140.031323158323,155.86891118084
400000,45,161.454164747444,155.86891118084
400000,46,268.568372693045,155.86891118084
400000,47,375.682580638647,155.86891118084
400000,48,482.796788584249,155.86891118084
400000,49,589.910996529851,155.86891118084
400000,50,706.812679915482,155.86891118084
400000,51,823.714363301112,155.86891118084
400000,52,940.616046686742,155.86891118084
400000,53,1057.51773007237,155.86891118084
400000,54,1174.419413458,155.86891118084
400000,55,1291.32109684363,155.86891118084
400000,56,1408.22278022926,155.86891118084
400000,57,1525.12446361489,155.86891118084
400000,58,1642.02614700052,155.86891118084
400000,59,1758.92783038615,155.86891118084
400000,60,1875.82951377178,155.86891118084
400000,61,1992.73119715742,155.86891118084
400000,62,2109.63288054305,155.86891118084
400000,63,2226.53456392868,155.86891118084
400000,64,2343.43624731431,155.86891118084
400000,65,2460.33793069994,155.86891118084
400000,66,2577.23961408557,155.86891118084
400000,67,2694.1412974712,155.86891118084
400000,68,2811.04298085683,155.86891118084
400000,69,2927.94466424246,155.86891118084
400000,70,3044.84634762809,155.86891118084
400000,71,3161.74803101372,155.86891118084
400000,72,3278.64971439935,155.86891118084
400000,73,3395.55139778498,155.86891118084
400000,74,3512.45308117061,155.86891118084
400000,75,3629.35476455624,155.86891118084
400000,76,3746.25644794187,155.86891118084
400000,77,3863.1581313275,155.86891118084
400000,78,3980.05981471313,155.86891118084
400000,79,4096.96149809876,155.86891118084
400000,80,4213.86318148439,155.86891118084
400000,81,4330.76486487002,155.86891118084
400000,82,4418.98980078606,155.86891118084
400000,83,4507.21473670209,155.86891118084
400000,84,4595.43967261813,155.86891118084
400000,85,4683.66460853416,155.86891118084
480000,1,7.5,75.7677841497235
480000,2,7.52558764388553,75.7551051935147
480000,3,7.55117099677885,75.7423741156368
480000,4,7.57675004110247,75.7295910699787
480000,5,7.60232475933127,75.7167562129045
480000,6,7.73013285017603,75.651810325574
480000,7,7.8578301904378,75.5855939486845
480000,8,7.98541465396681,75.5181303181783
480000,9,8.1128841572365,75.4494452818904
480000,10,8.44019114850326,75.2682612318092
480000,11,8.76669874524586,75.0814567538769
480000,12,9.09238382443244,74.889614607262
480000,13,9.41722600457647,74.6934104435521
480000,14,10.0880494045158,74.2759779643386
480000,15,10.7550831765023,73.8534213291218
480000,16,11.4183310483344,73.436890642582
480000,17,12.0778909053242,73.0363214956075
480000,18,12.7132318002777,72.6699682336201
480000,19,13.3454998887515,72.331888694008
480000,20,13.974968138222,72.0287588542327
480000,21,14.6019508177368,71.7632057169189
480000,22,15.2294507493367,71.5318951584274
480000,23,15.855065406039,71.332685569668
480000,24,16.4790714551091,71.1644114586529
480000,25,17.1017387772249,71.0267460723079
480000,26,17.6400036564576,70.9334107659104
480000,27,18.1776381562809,70.8599931462783
480000,28,18.71477149114,70.8004899042695
480000,29,19.2514963135732,70.7511520486462
480000,30,19.6119204470991,70.7229813591431
480000,31,19.9722113546143,70.6988580548893
480000,32,20.3323896521076,70.6787793890527
480000,33,20.6924759445944,70.6627437907387
480000,34,21.0524921032857,70.6511369190199
480000,35,21.4124569603219,70.6425694139226
480000,36,21.7723820104865,70.6352818243032
480000,37,22.1322726907022,70.6287197208407
480000,38,22.5575334330994,70.6221183613513
480000,39,22.982757967532,70.6166938922118
480000,40,23.4079533924622,70.6124502869064
480000,41,23.8331268304049,70.6093915598065
480000,42,25.9588348064562,70.6028384236892
480000,43,28.0844374548158,70.60234635181
480000,44,30.210047660151,70.6026411204476
480000,45,32.3356748869316,70.6023803276698
480000,46,34.2407417901063,70.6023781661162
480000,47,36.1458086509643,70.6023771054037
480000,48,38.0508754944247,70.6023768452784
480000,49,39.9559423355715,70.6023768981473
480000,50,49.0588017100828,70.6023768981473
480000,51,58.1616610845941,70.6023768981473
480000,52,67.2645204591054,70.6023768981473
480000,53,76.3673798336167,70.6023768981473
480000,54,121.881676706173,70.6023768981473
480000,55,167.39597357873,70.6023768981473
480000,56,212.910270451286,70.6023768981473
480000,57,258.424567323843,70.6023768981473
480000,58,311.376349997453,70.6023768981473
480000,59,364.328132671064,70.6023768981473
480000,60,417.279915344674,70.6023768981473
480000,61,470.231698018285,70.6023768981473
480000,62,523.183480691895,70.6023768981473
480000,63,576.135263365506,70.6023768981473
480000,64,629.087046039116,70.6023768981473
480000,65,682.038828712727,70.6023768981473
480000,66,734.990611386337,70.6023768981473
480000,67,787.942394059948,70.6023768981473
480000,68,840.894176733558,70.6023768981473
480000,69,893.845959407169,70.6023768981473
480000,70,946.797742080779,70.6023768981473
480000,71,999.74952475439,70.6023768981473
480000,72,1052.701307428,70.6023768981473
480000,73,1105.65309010161,70.6023768981473
480000,74,1158.60487277522,70.6023768981473
480000,75,1211.55665544883,70.6023768981473
480000,76,1264.50843812244,70.6023768981473
480000,77,1317.46022079605,70.6023768981473
480000,78,1370.41200346966,70.6023768981473
480000,79,1423.36378614327,70.6023768981473
480000,80,1476.31556881688,70.6023768981473
480000,81,1529.26735149049,70.6023768981473
480000,82,1582.2191341641,70.6023768981473
480000,83,1635.17091683772,70.6023768981473
480000,84,1688.12269951133,70.6023768981473
480000,85,1741.07448218494,70.6023768981473
480000,86,1794.02626485855,70.6023768981473
480000,87,1846.97804753216,70.6023768981473
480000,88,1899.92983020577,70.6023768981473
480000,89,1952.88161287938,70.6023768981473
480000,90,1996.13765664288,70.6023768981473
480000,91,2039.39370040638,70.6023768981473
480000,92,2082.64974416988,70.6023768981473
480000,93,2125.90578793339,70.6023768981473
560000,1,7.5,165.455815078962
560000,2,7.52656613710063,165.45104720904
560000,3,7.55313150822175,165.446274065668
560000,4,7.57969611251681,165.441495651092
560000,5,7.60625994913961,165.436711967594
560000,6,7.73906758758081,165.412714598748
560000,7,7.87185590750286,165.38858586966
560000,8,8.00462480357893,165.364326107907
560000,9,8.13737417075547,165.339935666737
560000,10,8.80082470353862,165.216113551739
560000,11,9.46377120285121,165.088951382315
560000,12,10.1262006544014,164.958536139651
560000,13,10.7881015340371,164.825575562888
560000,14,11.7526805880408,164.628548729455
560000,15,12.7160960279639,164.428317916321
560000,16,13.6783313642633,164.225623361968
560000,17,14.6393751746612,164.021459201492
560000,18,16.0747620859496,163.71584784494
560000,19,17.5074827194756,163.413302725426
560000,20,18.9375809703239,163.117577814558
560000,21,20.3651329517926,162.832522035924
560000,22,21.8906249954426,162.54170249083
560000,23,23.4134647965833,162.267182464664
560000,24,24.9338173432592,162.011529233575
560000,25,26.4518697914332,161.777027037985
560000,26,28.3338275875625,161.517882552451
560000,27,30.2129561386565,161.291117262415
560000,28,32.0896167585112,161.093511972932
560000,29,33.9641497430626,160.924914619118
560000,30,35.9655574567377,160.779082953287
560000,31,37.9653595885329,160.665613137625
560000,32,39.9639155162338,160.578049305048
560000,33,41.9615028096269,160.50895385111
560000,34,43.2817758478324,160.470727266328
560000,35,44.6017604347994,160.43883179355
560000,36,45.9215087995296,160.413303599964
560000,37,47.2410734464622,160.394173475903
560000,38,48.5605050723593,160.380399512393
560000,39,49.879834924786,160.369440877513
560000,40,51.1990813184004,160.359926273568
560000,41,52.5182556044428,160.351618174911
560000,42,54.2597124881006,160.342875702447
560000,43,56.0010907151496,160.33690447509
560000,44,57.742418500659,160.33359599126
560000,45,59.4837182553798,160.331793255361
560000,46,61.4185691408767,160.330325280971
560000,47,63.3534056811982,160.329405915409
560000,48,65.2882328885442,160.328740567335
560000,49,67.2230532846108,160.328218213397
560000,50,71.3954560663405,160.327709604655
560000,51,75.5678515564584,160.327657257962
560000,52,79.7402470915478,160.327653945755
560000,53,83.9126432027316,160.327614946694
560000,54,90.6180201567658,160.327609881948
560000,55,97.3233969663367,160.327607872652
560000,56,104.028773728971,160.327607460041
560000,57,110.734150489496,160.327607517504
560000,58,144.261034295689,160.327607517504
560000,59,177.787918101882,160.327607517504
560000,60,211.314801908075,160.327607517504
560000,61,244.841685714268,160.327607517504
560000,62,365.087391352396,160.327607517504
560000,63,485.333096990524,160.327607517504
560000,64,605.578802628652,160.327607517504
560000,65,725.824508266781,160.327607517504
560000,66,846.070213904909,160.327607517504
560000,67,966.315919543037,160.327607517504
560000,68,1086.56162518116,160.327607517504
560000,69,1206.80733081929,160.327607517504
560000,70,1327.05303645742,160.327607517504
560000,71,1447.29874209555,160.327607517504
560000,72,1567.54444773368,160.327607517504
560000,73,1687.79015337181,160.327607517504
560000,74,1808.03585900993,160.327607517504
560000,75,1928.28156464806,160.327607517504
560000,76,2048.52727028619,160.327607517504
560000,77,2168.77297592432,160.327607517504
560000,78,2289.01868156245,160.327607517504
560000,79,2409.26438720057,160.327607517504
560000,80,2529.5100928387,160.327607517504
560000,81,2649.75579847683,160.327607517504
560000,82,2770.00150411496,160.327607517504
560000,83,2890.24720975309,160.327607517504
560000,84,3010.49291539121,160.327607517504
560000,85,3130.73862102934,160.327607517504
560000,86,3250.98432666747,160.327607517504
560000,87,3371.2300323056,160.327607517504
560000,88,3491.47573794373,160.327607517504
560000,89,3611.72144358185,160.327607517504
560000,90,3731.96714921998,160.327607517504
560000,91,3852.21285485811,160.327607517504
560000,92,3972.45856049624,160.327607517504
560000,93,4092.70426613437,160.327607517504
560000,94,4212.94997177249,160.327607517504
560000,95,4333.19567741062,160.327607517504
560000,96,4453.44138304875,160.327607517504
560000,97,4573.68708868688,160.327607517504
560000,98,4634.7080536356,160.327607517504
560000,99,4695.72901858432,160.327607517504
560000,100,4756.74998353304,160.327607517504
560000,101,4817.77094848176,160.327607517504
640000,1,7.5,171.347627207698
640000,2,7.5045209012197,171.346998090467
640000,3,7.50904178584019,171.346368949952
640000,4,7.51356265386087,171.345739786324
640000,5,7.51808350528111,171.345110599758
640000,6,7.540687513355,171.341964328911
640000,7,7.56329110632972,171.338817510597
640000,8,7.58589428413448,171.335670166497
640000,9,7.60849704670135,171.332522318303
640000,10,7.72150462878963,171.316776275351
640000,11,7.83450182138815,171.301020888452
640000,12,7.94748861922839,171.28525887141
640000,13,8.06046501883,171.269492932645
640000,14,8.6251910373289,171.190697635222
640000,15,9.18965760289144,171.11220035017
640000,16,9.75386619558448,171.034306545417
640000,17,10.3178192533816,170.95729172839
640000,18,12.1125656349578,170.71947116499
640000,19,13.9049165600036,170.501244542949
640000,20,15.6951143791463,170.310176762041
640000,21,17.483449019415,170.148066865676
640000,22,18.6821755971952,170.054398498635
640000,23,19.8802844958634,169.972802356263
640000,24,21.0778617511855,169.90355960517
640000,25,22.2749951696174,169.84689072388
640000,26,23.4717776597844,169.80350838266
640000,27,24.6682871518413,169.76944518861
640000,28,25.8645765391472,169.740477696925
640000,29,27.0606803505139,169.715878046109
640000,30,28.3318610737909,169.695575437283
640000,31,29.6029131552207,169.681124534909
640000,32,30.8738761283719,169.671717394212
640000,33,32.1447795148073,169.665174717306
640000,34,33.4455421260838,169.65953880389
640000,35,34.7462669354521,169.655286209176
640000,36,36.0469646133496,169.652382985802
640000,37,37.3476449127223,169.650740141226
640000,38,38.9708523274065,169.649685930321
640000,39,40.5940516523252,169.64903357134
640000,40,42.217246008208,169.648628390097
640000,41,43.8404372774762,169.648360792706
640000,42,47.5808466517091,169.648089674673
640000,43,51.3212528845146,169.648074026225
640000,44,55.0616594316015,169.648088379231
640000,45,58.8020665240618,169.648076550589
640000,46,66.3038962537323,169.648075326888
640000,47,73.8057259597656,169.648075489305
640000,48,81.3075556771868,169.648075657565
640000,49,88.8093854031251,169.648075581064
640000,50,126.318534001954,169.648075581064
640000,51,163.827682600783,169.648075581064
640000,52,201.336831199613,169.648075581064
640000,53,238.845979798442,169.648075581064
640000,54,366.082036484239,169.648075581064
640000,55,493.318093170037,169.648075581064
640000,56,620.554149855835,169.648075581064
640000,57,747.790206541632,169.648075581064
640000,58,875.02626322743,169.648075581064
640000,59,1002.26231991323,169.648075581064
